date,SP500,NYSE,NASDAQ,b30ret,b20ret,b10ret,b7ret,b5ret,b2ret,b1ret,t90ret,t30ret,cpiret
2010-10-01,0.03619305175049092,0.03140364592923994,0.05694275628333578,-0.047609,-0.029154,-0.005208,0.001257,0.006257,0.002339,0.000304,0.000159,0.000112,0.001245
2010-11-01,-0.0022928763797240848,-0.011029094243150794,-0.0036678395286635634,-0.018945,-0.016369,-0.007214,-0.010132,-0.012155,-0.002914,-0.000524,4.6e-05,0.000114,0.000421
2010-12-01,0.06325648750899848,0.06928154297786371,0.06005964369230998,-0.033938,-0.03845,-0.038909,-0.03125,-0.022323,-0.001872,-8.3e-05,0.00022,0.00014,0.001718
2011-01-01,0.02239296981241168,0.021753099831604672,0.01763931413722286,-0.033947,-0.018943,-0.000224,0.004017,0.006702,0.001807,0.001078,5.8e-05,6.6e-05,0.004763
2011-02-01,0.03145657676282454,0.036123469971567346,0.02998571715679965,0.013722,0.009301,-0.000203,-0.004725,-0.00592,-0.00124,0.000241,0.000142,0.000122,0.004931
2011-03-01,-0.0010478617545839342,-0.003986026662994746,-0.0004313779749303137,0.002477,0.000606,-0.000481,-0.001206,-0.002384,-0.001361,7.7e-05,0.000237,6.7e-05,0.009751
2011-04-01,0.028096938770245217,0.03120698225417229,0.032708962451718726,0.021352,0.020522,0.014547,0.018198,0.017115,0.005492,0.000672,0.000208,5.3e-05,0.006439
2011-05-01,-0.013592919455283514,-0.022641749457067206,-0.01339696386039435,0.034299,0.033069,0.024937,0.023058,0.016184,0.003772,0.001021,6.4e-05,1.3e-05,0.004704
2011-06-01,-0.01842618591193279,-0.018835646939503903,-0.022030490274186576,-0.020786,-0.015913,-0.005928,-0.002822,0.000608,0.001331,0.000198,0.000103,3.5e-05,-0.001071
2011-07-01,-0.02170835585666353,-0.029231473001594566,-0.006199096515660862,0.045984,0.043219,0.031082,0.027002,0.021177,0.002698,-0.000921,-8.3e-05,-2.8e-05,0.000886
2011-08-01,-0.05846750227195674,-0.07064133025794739,-0.06633812256115501,0.100097,0.082606,0.047503,0.035711,0.020564,0.003605,0.001945,0.000231,8.3e-05,0.002758
2011-09-01,-0.07446710071978657,-0.10298732360111629,-0.06571519512901958,0.138029,0.072288,0.029468,0.009159,0.002422,-0.001143,-0.001243,8e-06,-1e-06,0.001518
2011-10-01,0.10230659176938861,0.10762426264033031,0.10559606735265081,-0.037082,-0.022895,-0.012101,-0.005505,0.000677,0.001335,0.00065,2.5e-05,1.4e-05,-0.002063
2011-11-01,-0.005071553722512334,-0.010483949356382638,-0.024156817893581817,0.021636,0.016038,0.008685,0.005789,0.002623,0.000186,0.000291,6e-06,4e-06,-0.000844
2011-12-01,0.008496565407114964,-0.0009985897928608267,-0.005813896251906314,0.034102,0.027565,0.019019,0.014868,0.006518,0.000491,-0.000495,-9e-06,0.0,-0.002467
2012-01-01,0.04266004446780691,0.04720930994260719,0.07705991211085905,-0.005795,0.000123,0.008827,0.010223,0.007973,0.000864,0.00045,-4.8e-05,-2e-06,0.0044
2012-02-01,0.039787344672045144,0.03445238849255183,0.052964100182015805,-0.024496,-0.020789,-0.010592,-0.007426,-0.005721,-0.001303,-0.000635,1.8e-05,3.1e-05,0.004403
2012-03-01,0.030851475632995395,0.011481557213919302,0.04116484467324977,-0.044988,-0.035932,-0.019458,-0.011703,-0.007109,-0.000274,-0.000285,8.8e-05,4.6e-05,0.007595
2012-04-01,-0.0075256995449883846,-0.010764490086884848,-0.014731604062774295,0.047272,0.04163,0.028413,0.021896,0.012062,0.002289,0.000716,3.6e-05,2.9e-05,0.003021
2012-05-01,-0.0646993081586249,-0.08412829190209159,-0.07461109913704078,0.098554,0.082921,0.03144,0.022031,0.00839,0.00029,0.000108,0.000175,6.5e-05,-0.001173
2012-06-01,0.03879271987370014,0.04427348404429665,0.037388134144360485,-0.019824,-0.016865,-0.006625,-0.004542,-0.001385,-0.000607,-0.000491,9.5e-05,2.2e-05,-0.001466
2012-07-01,0.01251888494028286,0.007926920550925587,0.0015218038133086864,0.044671,0.03525,0.015792,0.010579,0.008221,0.002624,0.001154,0.000102,3.2e-05,-0.00163
2012-08-01,0.019570609701871078,0.019019570495032667,0.0424405208902634,-0.019212,-0.012587,-0.002442,-0.000892,0.001074,-0.000251,-0.000172,0.000123,5e-05,0.005565
2012-09-01,0.02394711879625433,0.0290283307915562,0.01593710134726045,-0.028056,-0.020368,-0.006372,-0.001414,0.000245,1.9e-05,0.000157,0.000109,6.7e-05,0.004462
2012-10-01,-0.0199878423580504,-0.0035938467413920705,-0.04563060012246378,-0.003986,-0.002611,-0.002909,-0.004347,-0.003651,-0.000574,8e-05,6.7e-05,3.7e-05,-0.000389
2012-11-01,0.0028426724604573295,0.004736048077516486,0.011026475082650755,0.013069,0.011232,0.00938,0.008396,0.007181,0.00103,0.000265,0.000195,8.5e-05,-0.004738
2012-12-01,0.007043368100712932,0.021921464716001537,0.003074763243786194,-0.025503,-0.017688,-0.008797,-0.007175,-0.003136,0.000428,0.000379,0.000118,0.000103,-0.002693
2013-01-01,0.04919779199874608,0.05205864243461278,0.03980630680128172,-0.040356,-0.032754,-0.014939,-0.010384,-0.005317,0.000317,0.000448,1.9e-05,2.2e-05,0.002957
2013-02-01,0.010999927126354336,-0.0029262651839747633,0.005731257229975029,0.01649,0.012462,0.011635,0.011607,0.006808,0.000928,0.000347,1.7e-05,5.4e-05,0.00819
2013-03-01,0.03535529432970552,0.026517296666090928,0.03339915953007022,-0.000857,-0.001676,0.003768,0.003451,0.001281,4.5e-05,0.00017,0.000143,4.1e-05,0.002615
2013-04-01,0.017924165836651795,0.01847752564807692,0.018577592968842538,0.047396,0.038864,0.017563,0.009879,0.005781,0.001233,0.000714,0.000165,3.7e-05,-0.00104
2013-05-01,0.020550202383511795,0.0027331352665047604,0.03747689717280345,-0.069915,-0.057787,-0.031221,-0.023619,-0.014887,-0.001478,-7.4e-05,9.3e-05,1.2e-05,0.00178
2013-06-01,-0.015112928770280476,-0.020590411255472674,-0.015354926093628762,-0.039381,-0.034452,-0.029891,-0.02459,-0.016287,-0.000671,-3.8e-05,5.3e-05,1.3e-05,0.0024
2013-07-01,0.048277728051788316,0.04779734805932634,0.0635013228481025,-0.022609,-0.016208,-0.004527,0.000936,0.002921,0.001729,0.000688,4.8e-05,9e-06,0.000394
2013-08-01,-0.03179826803794494,-0.030610751500896427,-0.010116157469244769,-0.014221,-0.011093,-0.012869,-0.013279,-0.009388,-0.001446,-5.4e-05,7.2e-05,9e-06,0.001203
2013-09-01,0.029315591366424698,0.03711858755142927,0.049351469399645964,0.005859,0.008511,0.017924,0.019578,0.014959,0.002603,0.000888,4e-05,8e-06,0.001163
2013-10-01,0.04362997111283384,0.03957541466202308,0.03855016931929889,0.01125,0.011196,0.006915,0.00556,0.005137,0.000952,0.000122,-1.8e-05,1.7e-05,-0.002575
2013-11-01,0.027663289773235178,0.01719370210801152,0.03513819168298937,-0.027712,-0.022515,-0.012242,-0.004939,0.00081,0.000946,4.2e-05,6.3e-05,3.2e-05,-0.002042
2013-12-01,0.023289474482053762,0.021094309321821214,0.028339233523524854,-0.024415,-0.020537,-0.021754,-0.019825,-0.015095,-0.001519,0.000129,0.000122,2.3e-05,-8.6e-05
2014-01-01,-0.036231407776019076,-0.04249171669351526,-0.01756224759516023,0.071553,0.057749,0.035655,0.023775,0.014623,0.001843,0.000323,0.000149,1.2e-05,0.00372
2014-02-01,0.04221337507227485,0.04494440374908848,0.048568802141335965,0.006347,0.006708,0.004406,0.002768,0.001652,0.001181,0.000266,-2.3e-05,4.5e-05,0.003698
2014-03-01,0.006908248426944041,0.00972719130720634,-0.025657565264134874,0.007645,0.004409,-0.003934,-0.009167,-0.007456,-0.000862,0.000359,9.6e-05,2.8e-05,0.00644
2014-04-01,0.006181643365585465,0.009397438585306617,-0.020312159225087,0.020936,0.017718,0.008401,0.007413,0.005358,0.001172,0.00068,5.3e-05,1.5e-05,0.003297
2014-05-01,0.02081219601335782,0.012078597266938829,0.03064911378519497,0.029464,0.025147,0.019114,0.014396,0.009674,0.001989,-6e-06,2.9e-05,8e-06,0.003493
2014-06-01,0.018878996713560525,0.020530085088569905,0.038280915181866604,-0.003218,-0.003278,-0.002418,-0.00255,-0.001924,-0.000501,4e-06,4.2e-05,2e-05,0.001862
2014-07-01,-0.015194687637991144,-0.023311844129809245,-0.008751565125688643,0.011048,0.008294,-0.00016,-0.003625,-0.003838,-0.000246,0.000281,4.7e-05,1.3e-05,-0.00039
2014-08-01,0.03696364440798927,0.02938386839250029,0.04704757200468457,0.049426,0.038171,0.018782,0.014499,0.008749,0.001195,0.000623,2.2e-05,3e-06,-0.001671
2014-09-01,-0.015635436105290168,-0.03157712195729978,-0.019150494178642674,-0.019667,-0.015959,-0.010631,-0.007935,-0.004205,-6.8e-05,0.000191,4.7e-05,4e-06,0.000753
2014-10-01,0.022936398829564553,0.013186637717966576,0.030109274714686052,0.028148,0.027575,0.013129,0.013729,0.009374,0.00262,0.00019,1e-06,1.2e-05,-0.002512
2014-11-01,0.02423747356330619,0.010129268163575844,0.034153888201586824,0.036108,0.029607,0.014195,0.012307,0.010032,0.001547,0.000189,3.4e-05,-1e-06,-0.005399
2014-12-01,-0.0041973842211255885,-0.010660507967063637,-0.01166720763653295,0.030158,0.028092,0.001414,-0.003678,-0.004644,-0.002899,-0.000691,1e-06,5e-06,-0.00567
2015-01-01,-0.03153277926642595,-0.028259179217590358,-0.021515385542588916,0.114344,0.075035,0.042437,0.036325,0.025385,0.0053,0.001475,0.000119,1.3e-05,-0.004706
2015-02-01,0.05343887632562794,0.04867350295293704,0.06842910969071525,-0.068324,-0.053983,-0.025087,-0.021312,-0.014879,-0.002444,-0.000415,-5e-06,-2.1e-05,0.004343
2015-03-01,-0.017549197433963215,-0.014898714239670596,-0.012702380949887626,0.013546,0.013056,0.008165,0.008936,0.008815,0.002385,0.000509,-2.3e-05,-8e-06,0.005952
2015-04-01,0.008484722544634948,0.013718405515056986,0.008237966559539345,-0.039438,-0.025514,-0.007956,-0.003749,-0.001265,0.000965,0.000592,8e-05,2.9e-05,0.002033
2015-05-01,0.010436729675337375,0.0005934640933809021,0.025693968893456542,-0.030017,-0.020597,-0.003817,-0.003667,-0.000934,0.000521,0.000272,3.8e-05,-5e-06,0.005097
2015-06-01,-0.021235558871758542,-0.022972865767036055,-0.01653821042289927,-0.044036,-0.027738,-0.018369,-0.011348,-0.005355,0.000394,-5.4e-05,2.9e-05,4e-06,0.003503
2015-07-01,0.01954968299001969,0.007108285611373333,0.02796179647068442,0.046044,0.039302,0.015146,0.013578,0.007164,0.00075,0.000121,6e-06,-3.7e-05,6.7e-05
2015-08-01,-0.06462473099312405,-0.06705466281300332,-0.07106017317724245,-0.010114,-0.00734,-0.001192,-0.000304,0.000371,-0.00093,6.4e-05,0.000136,2.7e-05,-0.001416
2015-09-01,-0.026798730963463413,-0.03773034424060562,-0.033280734892869646,0.024379,0.024734,0.017817,0.015837,0.012089,0.003996,0.001163,2.2e-05,-6e-06,-0.001557
2015-10-01,0.07971937954339925,0.06529943252377812,0.08970117162506419,-0.011085,-0.007161,-0.007517,-0.00803,-0.005626,-0.001092,-0.000404,-0.000129,-2.7e-05,-0.00045
2015-11-01,0.0005047417068047011,-0.004922747259438864,0.01080853910038826,-0.009328,-0.00563,-0.0035,-0.004412,-0.004427,-0.002638,-0.001749,8.9e-05,2e-05,-0.002111
2015-12-01,-0.017685658390257153,-0.025902269932498,-0.020020234513594914,-0.006,-0.004583,-0.003769,-0.004007,-0.002052,-0.000921,3e-06,0.000249,0.000103,-0.003417
2016-01-01,-0.05206761730549658,-0.05166163108163424,-0.08183448112023406,0.057283,0.049933,0.02975,0.030265,0.022615,0.006105,0.002525,-5.7e-05,3.7e-05,0.001653
2016-02-01,-0.004136905514992684,-0.0076249893418989245,-0.012211361548688515,0.029668,0.028198,0.016709,0.010797,0.006527,0.001411,0.000392,0.000341,0.000205,0.000823
2016-03-01,0.06390499028682939,0.06557142859914045,0.06619015196130995,0.002899,0.001023,-0.001442,0.000848,0.00365,0.001865,0.001369,0.000474,0.00019,0.004306
2016-04-01,0.002695761451154688,0.022239492407605255,-0.01959382072109861,-0.011362,-0.008669,-0.004458,-0.003913,-0.003028,-0.000426,0.000666,0.000254,5.1e-05,0.004741
2016-05-01,0.01520836681052451,0.0003908510227272899,0.03552418496860632,0.007188,0.007519,0.001216,-0.001491,-0.001997,-0.001043,-0.000395,0.000155,0.000115,0.004046
2016-06-01,0.0009105066031533937,0.0046591575629708615,-0.021527314715578783,0.081476,0.059325,0.033345,0.027573,0.020241,0.006537,0.002989,0.000437,0.000188,0.003284
2016-07-01,0.034990432691053286,0.027804024021454765,0.06388305693116614,0.023539,0.010644,0.003269,0.000892,-4e-06,-0.000304,-0.000439,0.000261,0.000171,-0.001618
2016-08-01,-0.0012199867803515119,-0.001926637754936067,0.00984848597853727,-0.007586,-0.016033,-0.00794,-0.010214,-0.007998,-0.002592,-0.000113,0.000269,0.000165,0.000918
2016-09-01,-0.0012352137017535014,-0.004003429373579337,0.018770663880477656,-0.01621,-0.011125,-0.001325,0.004209,0.003735,0.001262,0.000587,0.000562,0.000219,0.002404
2016-10-01,-0.019616837043472835,-0.022624505159464903,-0.02340040565507806,-0.052765,-0.033188,-0.015542,-0.010957,-0.006222,-0.000428,0.000553,0.000282,0.000168,0.001247
2016-11-01,0.03360354504443386,0.0334519432899647,0.025596820042096624,-0.092558,-0.064666,-0.040878,-0.035318,-0.023927,-0.003813,-0.00102,0.000123,0.000136,-0.001555
2016-12-01,0.018037111299278763,0.019953786909105986,0.011103326940640201,-0.003585,-0.002863,-0.003537,-0.000909,9e-05,-0.000514,0.000545,0.000437,0.000239,0.000327
2017-01-01,0.01772631462106311,0.014906973634271736,0.04213604112439029,0.003438,0.001949,0.002167,0.002368,0.002885,0.000848,0.001536,0.000476,0.000358,0.005828
2017-02-01,0.036523000738276856,0.025462139728560373,0.03683032839527911,0.0147,0.012049,0.007423,0.003661,0.000809,0.000628,5.5e-05,0.000352,0.000364,0.003146
2017-03-01,-0.00038927289213130933,-0.0016987472759986133,0.014705720953930523,-0.000788,0.000421,0.002424,0.003138,0.00322,0.001442,2.6e-05,0.000384,0.000353,0.000813
2017-04-01,0.009050132478198414,0.0037544532132169905,0.02272288608859263,0.01394,0.013358,0.011063,0.009559,0.007231,0.001317,0.000494,0.000617,0.000537,0.002966
2017-05-01,0.01150975911098051,0.005355757576436915,0.02464742696490596,0.019849,0.014953,0.007856,0.007299,0.004701,0.001096,0.00073,0.000588,0.000614,0.000855
2017-06-01,0.004802226040504287,0.01401322677196326,-0.009417426023556885,0.011944,6.6e-05,-0.001307,-0.005711,-0.003845,-0.000752,0.00032,0.000873,0.000617,0.000907
2017-07-01,0.01916401754710062,0.017360334342608752,0.033265593532030735,-0.014681,-0.004422,-7e-06,0.004046,0.004778,0.001994,0.00166,0.000917,0.000722,-0.00069
2017-08-01,0.0005462837796947895,-0.007715351116623026,0.012607418165726969,0.038103,0.029059,0.017123,0.012751,0.00776,0.001622,0.001338,0.000978,0.000827,0.002994
2017-09-01,0.01911903935235504,0.027693012807102235,0.01041429648850567,-0.02441,-0.020094,-0.017151,-0.012461,-0.008855,-0.001865,-0.000121,0.000802,0.000944,0.005295
2017-10-01,0.021945560031841893,0.01074134130123916,0.03504842191214408,-0.001464,-0.000815,-0.001133,-0.001771,-0.001956,-0.000788,0.00023,0.000939,0.00084,-0.000632
2017-11-01,0.02769554104663463,0.022972873496476254,0.0215129842978925,0.012175,0.004881,-0.002607,-0.002575,-0.003261,-0.001773,-0.000667,0.000951,0.000826,2.4e-05
2017-12-01,0.009783614574871535,0.014234828072520855,0.004270769703522248,0.020232,0.011229,0.002222,0.00029,-0.000897,-0.000203,0.000146,0.000942,0.000884,-0.000588
2018-01-01,0.05465739835832828,0.04272525079102607,0.07101753171863656,-0.036049,-0.030502,-0.023598,-0.018556,-0.012369,-0.003274,0.000496,0.001346,0.001121,0.005448
2018-02-01,-0.03972610759808415,-0.05500203569642892,-0.018859942929205786,-0.03529,-0.022646,-0.013002,-0.00722,-0.003601,-0.000346,0.000361,0.000969,0.001073,0.004535
2018-03-01,-0.027252497366939465,-0.015972723886399365,-0.029236575542643806,0.032371,0.024809,0.012783,0.009382,0.006214,0.001743,0.001566,0.001145,0.000261,0.002261
2018-04-01,0.002715085811824558,0.005070681478461125,0.0003991337709887688,-0.026111,-0.020705,-0.015476,-0.012063,-0.008743,-0.001777,0.000733,0.001479,0.001433,0.003975
2018-05-01,0.021378191183066164,0.0009407445537572556,0.051823008115679414,0.022025,0.01503,0.009592,0.009291,0.007578,0.003656,0.002171,0.001491,0.001401,0.004159
2018-06-01,0.004830749386569799,-0.001828876074327468,0.009119615471313125,0.009223,0.004947,0.00226,0.001257,0.000589,-2.1e-05,0.001498,0.001522,0.001408,0.001594
2018-07-01,0.03538795073752432,0.036052179894797476,0.021274584325517765,-0.015182,-0.012114,-0.005108,-0.003878,-0.00233,-0.000186,0.001438,0.001691,0.001558,6.7e-05
2018-08-01,0.029814314524382546,0.004126951536465029,0.05549118120144847,0.015453,0.014525,0.010064,0.009101,0.007665,0.003675,0.00243,0.001675,0.001575,0.000556
2018-09-01,0.004285093286333641,0.005029234239982472,-0.00782256664295744,-0.033121,-0.024947,-0.014807,-0.010571,-0.007518,-0.001759,0.000401,0.001524,0.00149,0.001162
2018-10-01,-0.07192934595429712,-0.06918059804964827,-0.09653635706151675,-0.032213,-0.019438,-0.004347,0.000149,0.001461,0.00183,0.002158,0.001931,0.00189,0.001767
2018-11-01,0.01770175205611757,0.020230494990572723,0.0033669608313200428,0.021458,0.021685,0.014917,0.012931,0.009218,0.004099,0.002183,0.0019,0.001795,-0.003349
2018-12-01,-0.09626521985789882,-0.09096254301633167,-0.09964835339683553,0.05661,0.047374,0.028561,0.021851,0.017452,0.008316,0.003538,0.001935,0.00193,-0.003194
2019-01-01,0.07574215198675649,0.07815611359525398,0.09296904185880273,0.006251,0.007664,0.007138,0.007007,0.005508,0.002568,0.003047,0.001923,0.00192,0.001907
2019-02-01,0.029295553365401794,0.027726400613405033,0.03386106940801348,-0.012107,-0.010048,-0.004272,-0.004038,-0.002041,0.00061,0.001884,0.00174,0.001809,0.004227
2019-03-01,0.017765510890228597,0.004109464436083954,0.025789920801846833,0.055952,0.046442,0.029419,0.021431,0.016241,0.006961,0.003373,0.001991,0.001935,0.005641
2019-04-01,0.038560397417571224,0.028247638047357526,0.046273913709571346,-0.01975,-0.014164,-0.006214,-0.002898,-0.000107,0.001933,0.002157,0.002044,0.002125,0.005295
2019-05-01,-0.06804089408287428,-0.06289580858998356,-0.08265803202708,0.076581,0.054629,0.031854,0.026899,0.019902,0.008164,0.003456,0.002196,0.001983,0.002129
2019-06-01,0.06665830156302643,0.06205779408689338,0.07158451819391232,0.010051,0.012249,0.012073,0.010693,0.008867,0.004399,0.003795,0.002163,0.001853,0.000199
2019-07-01,0.013042724833705499,0.0012934178733505775,0.020910815142345385,0.003196,0.003457,0.003435,0.000797,-0.001159,-0.000671,0.000662,0.002002,0.001783,0.001671
2019-08-01,-0.018257281743262688,-0.025557613187764616,-0.026341353306627013,0.125914,0.079334,0.040344,0.027963,0.022261,0.008336,0.003716,0.001762,0.001908,-5.1e-05
2019-09-01,0.01703525059107225,0.020812211420604854,0.004568289995976471,-0.03048,-0.019738,-0.013852,-0.009148,-0.005911,-0.001297,0.000941,0.001968,0.001787,0.000783
2019-10-01,0.020225842153316798,0.012764982839044592,0.03597563262349013,-0.012836,-0.008841,-0.000742,0.002008,0.002643,0.003274,0.003283,0.001961,0.001531,0.002286
2019-11-01,0.033480266071379106,0.027954069157546613,0.0440114799748077,-0.004773,-0.007468,-0.00741,-0.00639,-0.003725,-0.001038,0.000411,0.00113,0.001197,-0.000536
2019-12-01,0.028188756298542117,0.026792854358509643,0.034829314266023204,-0.036467,-0.02315,-0.011292,-0.005142,-0.000824,0.002274,0.00175,0.001498,0.001431,-0.00091
2020-01-01,-0.0016294196024428942,-0.021719839081633552,0.019681207598845063,0.089398,0.064401,0.039182,0.028826,0.019282,0.006337,0.002563,0.001308,0.001164,0.00388
2020-02-01,-0.08785953690838788,-0.09494539740314956,-0.06589583849821423,0.074637,0.052398,0.029902,0.024556,0.018282,0.008698,0.004675,0.001513,0.001208,0.002741
2020-03-01,-0.13366772467037435,-0.18383515075252355,-0.10672748623785466,0.085425,0.06534,0.039709,0.036416,0.027033,0.014069,0.009605,0.003067,0.001268,-0.002176
2020-04-01,0.11942083876017673,0.09885863406723061,0.14364307913019658,0.009765,0.00088,0.005024,0.001309,0.001673,0.001034,5.6e-05,0.000116,3e-06,-0.006687
2020-05-01,0.0442865329490969,0.03716543917717985,0.0653485186456102,-0.023604,-0.005622,0.000713,0.002889,0.003103,0.000826,-0.000148,2.9e-05,5.9e-05,2e-05
2020-06-01,0.018221374356718556,0.007666080607661385,0.058219917947164745,0.000237,0.001144,0.000388,0.001504,0.002134,0.000515,0.000373,0.000155,0.000111,0.005472
2020-07-01,0.05363680163450546,0.046913115147857454,0.06602076992768957,0.056713,0.031622,0.012821,0.007492,0.003856,0.00103,0.000759,0.00033,9.6e-05,0.005058
2020-08-01,0.06771908300435747,0.045522169691768255,0.09155208751814037,-0.06758,-0.03698,-0.014709,-0.006071,-0.001671,-0.000208,5e-06,6.9e-05,7.9e-05,0.003153
2020-09-01,-0.04001811998317706,-0.02670010861010219,-0.053009052927484035,0.005791,0.003965,0.00256,0.002053,0.000236,-0.000174,0.000174,9.9e-05,7.6e-05,0.001393
2020-10-01,-0.028055692285555267,-0.021691765106744754,-0.023183135950285205,-0.046765,-0.026512,-0.01731,-0.01045,-0.004806,-0.000383,-8.6e-05,6.7e-05,7.3e-05,0.000415
2020-11-01,0.10214642790660022,0.11945964046733337,0.11150717416833267,0.02261,0.01315,0.004016,0.004213,0.001938,0.000574,0.00052,9.6e-05,6.6e-05,-0.000611
2020-12-01,0.036449047840592996,0.03633887086081167,0.05498570556078164,-0.019274,-0.015255,-0.004965,-0.001264,0.000855,0.000738,0.000297,5.4e-05,6e-05,0.000941
2021-01-01,-0.011199137650889313,-0.008823763036437171,0.01405395928080111,-0.038203,-0.025772,-0.010713,-0.005692,-0.002329,0.000219,0.000107,0.00011,4.6e-05,0.004254
2021-02-01,0.025756876672536677,0.04171418260031068,0.00926473475472811,-0.072436,-0.05133,-0.025385,-0.021539,-0.012922,-0.000589,-0.000185,8e-05,4.5e-05,0.005474
2021-03-01,0.041562807282547354,0.03863452212238627,0.004124220431275916,-0.054127,-0.041254,-0.029342,-0.017719,-0.008277,-0.00011,0.0004,9e-05,2.7e-05,0.007083
2021-04-01,0.05109733046805509,0.03882128410308994,0.05262672664754753,0.027124,0.020594,0.011851,0.008199,0.005763,0.000416,0.000144,0.000146,1.4e-05,0.008219
2021-05-01,0.005471492716724313,0.020524301129501765,-0.015440833008167232,0.002703,-0.001067,0.003441,0.004066,0.003167,0.000776,0.000263,2.5e-05,5e-06,0.008017
2021-06-01,0.02197087256612207,0.0010903040259506724,0.05347383899079894,0.045272,0.03052,0.014084,0.004969,-0.001558,-0.001829,-0.000281,-4.5e-05,4e-06,0.009291
